,TIMESTAMP,BUILDING,FLOOR,CONSUMPTION(kW)
337,2023-03-30 07:00:00,561,1,1.1360000000000001
338,2023-03-30 08:00:00,561,1,1.3639999999999999
339,2023-03-30 09:00:00,561,1,1.3450000000000002
340,2023-03-30 10:00:00,561,1,1.326
341,2023-03-30 11:00:00,561,1,2.411
342,2023-03-30 12:00:00,561,1,1.211
343,2023-03-30 13:00:00,561,1,1.139
344,2023-03-30 14:00:00,561,1,1.172
345,2023-03-30 15:00:00,561,1,1.167
346,2023-03-30 16:00:00,561,1,1.32
347,2023-03-30 17:00:00,561,1,2.458
348,2023-03-30 18:00:00,561,1,1.518
349,2023-03-30 19:00:00,561,1,2.7990000000000004
350,2023-03-30 20:00:00,561,1,2.145
351,2023-03-30 21:00:00,561,1,1.828
352,2023-03-30 22:00:00,561,1,1.883
353,2023-03-30 23:00:00,561,1,2.532
354,2023-03-31 00:00:00,561,1,3.0949999999999998
355,2023-03-31 01:00:00,561,1,2.5
356,2023-03-31 02:00:00,561,1,2.629
357,2023-03-31 03:00:00,561,1,2.3970000000000002
358,2023-03-31 04:00:00,561,1,1.235
359,2023-03-31 05:00:00,561,1,0.993
360,2023-03-31 06:00:00,561,1,1.283
361,2023-03-31 07:00:00,561,1,1.354
362,2023-03-31 08:00:00,561,1,1.387
363,2023-03-31 09:00:00,561,1,1.786
364,2023-03-31 10:00:00,561,1,1.783
365,2023-03-31 11:00:00,561,1,1.555
366,2023-03-31 12:00:00,561,1,1.8159999999999998
367,2023-03-31 13:00:00,561,1,1.7129999999999999
368,2023-03-31 14:00:00,561,1,1.885
369,2023-03-31 15:00:00,561,1,1.9120000000000001
370,2023-03-31 16:00:00,561,1,1.28
371,2023-03-31 17:00:00,561,1,1.32
372,2023-03-31 18:00:00,561,1,2.124
373,2023-03-31 19:00:00,561,1,1.714
374,2023-03-31 20:00:00,561,1,1.9250000000000003
375,2023-03-31 21:00:00,561,1,2.056
376,2023-03-31 22:00:00,561,1,2.016
377,2023-03-31 23:00:00,561,1,2.422
378,2023-04-01 00:00:00,561,1,2.306
379,2023-04-01 01:00:00,561,1,2.096
380,2023-04-01 02:00:00,561,1,1.138
381,2023-04-01 03:00:00,561,1,0.962
382,2023-04-01 04:00:00,561,1,0.987
383,2023-04-01 05:00:00,561,1,1.1470000000000002
384,2023-04-01 06:00:00,561,1,1.093
385,2023-04-01 07:00:00,561,1,1.574
386,2023-04-01 08:00:00,561,1,1.291
387,2023-04-01 09:00:00,561,1,2.4450000000000003
388,2023-04-01 10:00:00,561,1,1.6110000000000002
389,2023-04-01 11:00:00,561,1,2.029
390,2023-04-01 12:00:00,561,1,1.882
391,2023-04-01 13:00:00,561,1,1.512
392,2023-04-01 14:00:00,561,1,2.137
393,2023-04-01 15:00:00,561,1,2.2110000000000003
394,2023-04-01 16:00:00,561,1,2.935
395,2023-04-01 17:00:00,561,1,2.384
396,2023-04-01 18:00:00,561,1,2.001
397,2023-04-01 19:00:00,561,1,1.5459999999999998
398,2023-04-01 20:00:00,561,1,1.4780000000000002
399,2023-04-01 21:00:00,561,1,1.5059999999999998
400,2023-04-01 22:00:00,561,1,2.1879999999999997
401,2023-04-01 23:00:00,561,1,1.9849999999999999
402,2023-04-02 00:00:00,561,1,1.849
403,2023-04-02 01:00:00,561,1,1.7710000000000001
404,2023-04-02 02:00:00,561,1,1.772
405,2023-04-02 03:00:00,561,1,1.195
406,2023-04-02 04:00:00,561,1,2.205
407,2023-04-02 05:00:00,561,1,0.983
408,2023-04-02 06:00:00,561,1,1.054
409,2023-04-02 07:00:00,561,1,0.841
410,2023-04-02 08:00:00,561,1,1.108
411,2023-04-02 09:00:00,561,1,1.2610000000000001
